,USDLTL,USDPHP,USDHKD,USDCHF,USDBGN,USDHRK,USDCNY,USDJPY,USDPLN,USDNZD,USDLVL,USDZAR,USDAUD,USDIDR,USDSEK,USDINR,USDTHB,USDMXN,USDEUR,USDCAD,USDHUF,USDCZK,USDBRL,USDRON,USDILS,USDKRW,USDTRY,USDGBP,USDDKK,USDSGD,USDNOK,USDRUB,USDMYR,time,USDUSD,USDEEK
2304,2.584,43.631,7.7728,0.93579,1.4637,5.5254,6.6023,81.313,2.9749,1.2872,0.53091,6.6326,0.98309,8982.2,6.7097,44.722,30.063,12.384,0.74839,0.99701,208.02,18.755,1.6597,3.1896,,1121.9,1.5487,0.64418,5.5781,1.2824,5.8374,30.549,3.0647,2011-01-02 00:00:00+00:00,1.0,11.71
2305,2.5868,43.779,7.7697,0.93385,1.4652,5.5323,6.5897,81.435,2.9651,1.2873,0.53177,6.6074,0.9803,8975.1,6.6954,44.636,30.08,12.31,0.74918,0.99131,208.56,18.795,1.6533,3.2009,3.542,1124.3,1.5588,0.64527,5.5837,1.2847,5.8286,30.558,3.0645,2011-01-03 00:00:00+00:00,1.0,
2306,2.6132,43.817,7.7719,0.95489,1.4802,5.599,6.619,82.283,2.9496,1.3079,0.53455,6.7412,1.0002,8977.5,6.7581,45.395,30.18,12.259,0.75683,1.0004,209.68,18.826,1.665,3.2317,3.543,1127.1,1.5507,0.64202,5.6404,1.2916,5.8953,30.593,3.0701,2011-01-05 00:00:00+00:00,1.0,
2307,2.6375,43.92,7.7748,0.96838,1.494,5.6524,6.6265,83.202,2.945,1.3192,0.53586,6.7672,1.0036,8997.0,6.8146,45.285,30.225,12.18,0.76388,0.99389,210.79,18.876,1.6838,3.2522,3.5624,1119.9,1.5469,0.6451,5.6922,1.2939,5.9182,30.581,3.0685,2011-01-06 00:00:00+00:00,1.0,
2308,2.664,44.329,7.7725,0.96536,1.509,5.7121,6.628,83.551,2.9911,1.3203,0.54078,6.8415,1.0076,9029.4,6.8959,45.459,30.417,12.219,0.77155,0.99275,213.93,18.953,1.691,3.2855,3.5861,1125.5,1.5696,0.64679,5.7482,1.298,5.961,30.749,3.0695,2011-01-07 00:00:00+00:00,1.0,
2309,2.664,44.329,7.7725,0.96536,1.509,5.7121,6.628,83.551,2.9911,1.3203,0.54078,6.8415,1.0076,9029.4,6.8959,45.459,30.417,12.219,0.77155,0.99275,213.93,18.953,1.691,3.2855,3.5861,1125.5,1.5696,0.64679,5.7482,1.298,5.961,30.749,3.0695,2011-01-09 00:00:00+00:00,1.0,
2310,2.676,44.414,7.7765,0.96559,1.5158,5.7369,6.6377,83.058,3.0262,1.3184,0.54297,6.8757,1.0104,9097.9,6.9135,45.535,30.729,12.262,0.77501,0.99589,217.33,19.103,1.6909,3.3045,3.5799,1131.0,1.5906,0.64466,5.7734,1.3022,5.9742,30.749,3.0805,2011-01-10 00:00:00+00:00,1.0,
2311,2.5866,44.349,7.7759,0.96749,1.4651,5.5424,6.59,82.935,2.9066,1.3032,0.52581,6.9637,1.0134,9012.7,6.7245,45.442,30.479,12.173,0.74912,0.99633,207.21,18.267,1.6873,3.1951,3.5546,1119.0,1.5529,0.63091,5.5808,1.2901,5.8806,30.05,3.0629,2011-01-14 00:00:00+00:00,1.0,
2312,2.5866,44.349,7.7759,0.96749,1.4651,5.5424,6.59,82.935,2.9066,1.3032,0.52581,6.9637,1.0134,9012.7,6.7245,45.442,30.479,12.173,0.74912,0.99633,207.21,18.267,1.6873,3.1951,3.5546,1119.0,1.5529,0.63091,5.5808,1.2901,5.8806,30.05,3.0629,2011-01-16 00:00:00+00:00,1.0,
2313,2.5565,44.229,7.7773,0.95987,1.4481,5.4728,6.5824,82.075,2.8623,1.2866,0.52044,6.9748,0.994,9054.5,6.6137,45.4,30.455,12.015,0.74041,0.99126,201.69,17.961,1.6691,3.1538,3.5345,1111.2,1.5395,0.62439,5.517,1.2804,5.7945,29.81,3.0525,2011-01-19 00:00:00+00:00,1.0,
2314,2.5629,44.569,7.7828,0.95554,1.4518,5.488,6.5854,82.341,2.9047,1.3126,0.52175,7.0741,1.0082,9062.5,6.6427,45.635,30.555,12.113,0.74228,0.99933,204.13,18.126,1.6709,3.1681,3.6188,1123.4,1.5794,0.62619,5.5313,1.287,5.8451,30.004,3.0605,2011-01-20 00:00:00+00:00,1.0,
2315,2.5537,44.469,7.7879,0.96243,1.4465,5.4689,6.5833,82.738,2.8658,1.3197,0.5203,7.1385,1.0107,9060.7,6.626,45.619,30.697,12.066,0.73959,0.9966,202.83,17.961,1.6718,3.1527,3.6326,1120.6,1.576,0.62736,5.5124,1.2842,5.8368,29.954,3.06,2011-01-21 00:00:00+00:00,1.0,
2316,2.5537,44.469,7.7879,0.96243,1.4465,5.4689,6.5833,82.738,2.8658,1.3197,0.5203,7.1385,1.0107,9060.7,6.626,45.619,30.697,12.066,0.73959,0.9966,202.83,17.961,1.6718,3.1527,3.6326,1120.6,1.576,0.62736,5.5124,1.2842,5.8368,29.954,3.06,2011-01-22 00:00:00+00:00,1.0,
2317,2.5442,44.603,7.7968,0.95711,1.4412,5.4491,6.5813,82.868,2.8568,1.3169,0.51802,7.0637,1.0088,9077.4,6.5972,45.627,30.962,12.048,0.73687,0.99462,201.92,17.846,1.6725,3.1438,3.623,1122.2,1.5667,0.62751,5.4919,1.2834,5.8087,29.858,3.0589,2011-01-24 00:00:00+00:00,1.0,
2318,2.5396,44.59,7.7942,0.94668,1.4385,5.4496,6.5827,82.436,2.8505,1.3099,0.51692,7.0657,1.0094,9051.2,6.5515,45.825,30.965,12.106,0.73551,0.99993,202.43,17.816,1.6721,3.1336,3.6179,1121.7,1.5662,0.63401,5.4824,1.2829,5.7723,29.803,3.055,2011-01-25 00:00:00+00:00,1.0,
2319,2.5727,43.6,7.7677,0.94397,1.4573,5.5059,6.6088,82.11,2.9359,1.3027,0.52887,6.6452,0.99084,8981.4,6.672,45.04,30.055,12.193,0.7451,0.99322,205.54,18.544,1.6535,3.1798,3.5244,1119.4,1.5456,0.63986,5.5535,1.2849,5.8185,30.476,3.0645,2011-01-04 00:00:00+00:00,1.0,
2320,2.664,44.329,7.7725,0.96536,1.509,5.7121,6.628,83.551,2.9911,1.3203,0.54078,6.8415,1.0076,9029.4,6.8959,45.459,30.417,12.219,0.77155,0.99275,213.93,18.953,1.691,3.2855,3.5861,1125.5,1.5696,0.64679,5.7482,1.298,5.961,30.749,3.0695,2011-01-08 00:00:00+00:00,1.0,
2321,2.6667,44.169,7.7773,0.96833,1.5105,5.7194,6.62,83.109,3.0029,1.3179,0.54147,6.8523,1.0144,9079.4,6.8536,45.165,30.51,12.203,0.77232,0.99158,215.66,18.963,1.6888,3.2885,3.546,1124.4,1.5806,0.64249,5.7538,1.295,5.9669,30.578,3.0695,2011-01-11 00:00:00+00:00,1.0,
2322,2.6615,43.951,7.7746,0.97294,1.5076,5.7053,6.6038,83.381,2.9619,1.3191,0.54028,6.8461,1.0096,9031.1,6.8169,45.098,30.371,12.089,0.77083,0.98543,212.42,18.801,1.6813,3.278,3.5434,1114.5,1.5707,0.64099,5.7424,1.2915,5.94,30.341,3.0628,2011-01-12 00:00:00+00:00,1.0,
2323,2.616,44.151,7.7741,0.97151,1.4818,5.6053,6.6046,82.961,2.9287,1.2996,0.53125,6.8423,1.0003,9066.6,6.7433,45.163,30.43,12.068,0.75763,0.98886,208.05,18.464,1.6709,3.2262,3.5636,1113.1,1.5497,0.63319,5.6444,1.2869,5.9073,30.063,3.0555,2011-01-13 00:00:00+00:00,1.0,
2324,2.5866,44.349,7.7759,0.96749,1.4651,5.5424,6.59,82.935,2.9066,1.3032,0.52581,6.9637,1.0134,9012.7,6.7245,45.442,30.479,12.173,0.74912,0.99633,207.21,18.267,1.6873,3.1951,3.5546,1119.0,1.5529,0.63091,5.5808,1.2901,5.8806,30.05,3.0629,2011-01-15 00:00:00+00:00,1.0,
2325,2.5939,44.495,7.777,0.96567,1.4693,5.5559,6.593,82.571,2.9096,1.2913,0.52731,6.9283,1.0045,9079.0,6.6982,45.545,30.565,12.029,0.75126,0.98708,206.4,18.282,1.6805,3.1995,3.5491,1114.9,1.5441,0.62813,5.5969,1.2874,5.8493,29.956,3.0555,2011-01-17 00:00:00+00:00,1.0,
2326,2.5823,44.519,7.7765,0.95819,1.4627,5.5288,6.5829,82.484,2.8948,1.2958,0.52502,6.8929,1.0034,9052.4,6.6714,45.475,30.49,11.969,0.74789,0.98586,203.87,18.162,1.6746,3.1845,3.5338,1112.3,1.5365,0.62497,5.5724,1.2835,5.8485,29.912,3.0575,2011-01-18 00:00:00+00:00,1.0,
2327,2.5537,44.469,7.7879,0.96243,1.4465,5.4689,6.5833,82.738,2.8658,1.3197,0.5203,7.1385,1.0107,9060.7,6.626,45.619,30.697,12.066,0.73959,0.9966,202.83,17.961,1.6718,3.1527,3.6326,1120.6,1.576,0.62736,5.5124,1.2842,5.8368,29.954,3.06,2011-01-23 00:00:00+00:00,1.0,
2328,2.5238,44.299,7.7852,0.94452,1.4296,5.4174,6.583,82.209,2.8309,1.3036,0.51458,7.1024,1.0032,9038.1,6.475,45.706,30.806,12.053,0.73094,0.99627,200.45,17.703,1.6681,3.1211,3.6065,1117.1,1.578,0.63098,5.4472,1.2808,5.7499,29.749,3.0515,2011-01-26 00:00:00+00:00,1.0,
2329,2.5174,44.108,7.7902,0.94342,1.4259,5.4039,6.582,83.042,2.8423,1.2932,0.51436,7.0791,1.0094,9034.0,6.4488,45.606,30.815,11.998,0.72908,0.99526,198.96,17.673,1.669,3.111,3.6483,1112.1,1.5792,0.62668,5.4344,1.2795,5.7765,29.632,3.051,2011-01-27 00:00:00+00:00,1.0,
2330,2.5185,44.097,7.7885,0.94398,1.4265,5.4143,6.596,82.247,2.8564,1.2869,0.51415,7.1029,1.003,9029.2,6.4573,45.765,31.01,12.042,0.72939,0.99519,198.18,17.686,1.6763,3.1053,3.6724,1114.4,1.5944,0.62794,5.4369,1.2795,5.7863,29.696,3.0545,2011-01-30 00:00:00+00:00,1.0,
2331,2.5102,44.145,7.7921,0.94177,1.4219,5.3929,6.587,81.563,2.8454,1.2847,0.51058,7.1596,0.99215,9028.7,6.4013,45.77,30.91,12.095,0.72701,0.99724,197.46,17.529,1.6659,3.0956,3.6947,1112.2,1.5902,0.62057,5.4197,1.2751,5.7303,29.623,3.052,2011-02-01 00:00:00+00:00,1.0,
2332,2.5015,43.891,7.7874,0.93617,1.4169,5.3762,6.5848,81.395,2.8347,1.2792,0.50822,7.1509,0.9908,9028.5,6.42,45.56,30.855,12.024,0.72448,0.98884,195.31,17.477,1.6651,3.0848,3.6806,1102.5,1.5811,0.61718,5.4009,1.2722,5.7118,29.45,3.0388,2011-02-02 00:00:00+00:00,1.0,
2333,2.533,43.706,7.7852,0.95033,1.4348,5.4449,6.585,81.74,2.8617,1.2974,0.51464,7.2888,0.98349,8958.3,6.4694,45.598,30.81,11.998,0.73362,0.98657,198.33,17.62,1.6666,3.1282,3.7206,1104.7,1.5946,0.62152,5.4687,1.2737,5.7278,29.347,3.03,2011-02-05 00:00:00+00:00,1.0,
2334,2.533,43.706,7.7852,0.95033,1.4348,5.4449,6.585,81.74,2.8617,1.2974,0.51464,7.2888,0.98349,8958.3,6.4694,45.598,30.81,11.998,0.73362,0.98657,198.33,17.62,1.6666,3.1282,3.7206,1104.7,1.5946,0.62152,5.4687,1.2737,5.7278,29.347,3.03,2011-02-06 00:00:00+00:00,1.0,
2335,2.5476,43.426,7.785,0.95573,1.4431,5.4706,6.585,82.284,2.8584,1.2973,0.5176,7.2703,0.98539,8939.0,6.4967,45.47,30.74,11.97,0.73784,0.98724,198.61,17.76,1.6751,3.1425,3.6869,1104.9,1.578,0.61994,5.5003,1.2753,5.7836,29.374,3.0317,2011-02-07 00:00:00+00:00,1.0,
2336,2.5323,43.309,7.7814,0.95563,1.4344,5.4381,6.585,82.208,2.8497,1.2898,0.515,7.2576,0.98695,8914.6,6.4331,45.297,30.72,12.018,0.73341,0.99025,197.46,17.615,1.6758,3.1206,3.6777,1103.3,1.5775,0.62237,5.4673,1.2724,5.7638,29.308,3.0315,2011-02-08 00:00:00+00:00,1.0,
2337,2.5301,43.514,7.7878,0.96373,1.4331,5.434,6.5897,82.546,2.8536,1.296,0.5155,7.2059,0.98996,8925.0,6.4399,45.468,30.73,12.065,0.73276,0.99458,199.03,17.742,1.6684,3.119,3.6648,1110.3,1.5864,0.62285,5.4635,1.2749,5.7657,29.312,3.039,2011-02-09 00:00:00+00:00,1.0,
2338,2.5531,43.888,7.7943,0.97331,1.4462,5.4799,6.593,83.563,2.898,1.3213,0.52056,7.3113,1.0015,8952.2,6.5086,45.688,30.85,12.09,0.73943,0.99556,200.88,17.931,1.6701,3.1487,3.6873,1128.3,1.5953,0.62533,5.5136,1.2835,5.8636,29.346,3.0622,2011-02-11 00:00:00+00:00,1.0,
2339,2.5531,43.888,7.7943,0.97331,1.4462,5.4799,6.593,83.563,2.898,1.3213,0.52056,7.3113,1.0015,8952.2,6.5086,45.688,30.85,12.09,0.73943,0.99556,200.88,17.931,1.6701,3.1487,3.6873,1128.3,1.5953,0.62533,5.5136,1.2835,5.8636,29.346,3.0622,2011-02-12 00:00:00+00:00,1.0,
2340,2.5531,43.888,7.7943,0.97331,1.4462,5.4799,6.593,83.563,2.898,1.3213,0.52056,7.3113,1.0015,8952.2,6.5086,45.688,30.85,12.09,0.73943,0.99556,200.88,17.931,1.6701,3.1487,3.6873,1128.3,1.5953,0.62533,5.5136,1.2835,5.8636,29.346,3.0622,2011-02-13 00:00:00+00:00,1.0,
2341,2.569,43.651,7.7932,0.9721,1.4552,5.5149,6.5969,83.445,2.9342,1.3242,0.52515,7.312,0.99926,8912.9,6.515,45.5,30.78,12.048,0.74405,0.9881,202.64,18.032,1.6695,3.1615,3.6717,1124.9,1.5967,0.625,5.5482,1.2822,5.8609,29.3,3.0525,2011-02-14 00:00:00+00:00,1.0,
2342,2.5557,43.611,7.7927,0.97143,1.4477,5.4825,6.5892,83.797,2.908,1.3268,0.5225,7.2917,0.99948,8894.2,6.4585,45.52,30.71,12.037,0.74019,0.98571,200.64,17.981,1.6673,3.1472,3.6461,1120.8,1.5917,0.61991,5.5194,1.2798,5.7983,29.295,3.0485,2011-02-15 00:00:00+00:00,1.0,
2343,2.5557,43.537,7.7905,0.96765,1.4477,5.4833,6.585,83.731,2.8936,1.3272,0.52206,7.2648,0.99978,8889.0,6.4637,45.52,30.64,12.125,0.74019,0.98653,200.42,18.005,1.6685,3.1452,3.6121,1119.9,1.5859,0.62317,5.5191,1.28,5.7939,29.318,3.0465,2011-02-16 00:00:00+00:00,1.0,
2344,2.5463,43.35,7.7891,0.95671,1.4423,5.4631,6.58,83.621,2.8816,1.3238,0.51947,7.2381,0.99543,8876.1,6.4476,45.345,30.62,12.063,0.73746,0.98282,198.56,17.939,1.6721,3.1327,3.6215,1116.7,1.5774,0.62013,5.4982,1.2782,5.7577,29.281,3.042,2011-02-17 00:00:00+00:00,1.0,
2345,2.5338,43.277,7.7845,0.95201,1.4352,5.4363,6.57,83.379,2.8726,1.3129,0.51699,7.1678,0.98914,8853.7,6.4085,45.2,30.58,12.001,0.73384,0.9832,198.17,17.887,1.6669,3.1129,3.6302,1111.8,1.5784,0.61606,5.4705,1.2738,5.6913,29.199,3.0262,2011-02-18 00:00:00+00:00,1.0,
2346,2.5338,43.277,7.7845,0.95201,1.4352,5.4363,6.57,83.379,2.8726,1.3129,0.51699,7.1678,0.98914,8853.7,6.4085,45.2,30.58,12.001,0.73384,0.9832,198.17,17.887,1.6669,3.1129,3.6302,1111.8,1.5784,0.61606,5.4705,1.2738,5.6913,29.199,3.0262,2011-02-20 00:00:00+00:00,1.0,
2347,2.5264,43.685,7.7903,0.93978,1.431,5.4207,6.58,83.142,2.9015,1.3348,0.51548,7.1442,0.99766,8876.1,6.4294,45.265,30.63,12.115,0.73169,0.98712,199.55,17.923,1.6688,3.0943,3.6374,1128.3,1.5968,0.61889,5.455,1.2797,5.6717,29.254,3.0505,2011-02-22 00:00:00+00:00,1.0,
2348,2.5069,43.794,7.7957,0.92558,1.42,5.3892,6.5745,81.82,2.9024,1.3396,0.51093,7.071,0.99339,8871.7,6.3882,45.468,30.61,12.197,0.72606,0.98381,198.5,17.809,1.6684,3.0727,3.6585,1135.0,1.6069,0.61809,5.4125,1.2783,5.6044,29.051,3.0605,2011-02-24 00:00:00+00:00,1.0,
2349,2.5185,44.097,7.7885,0.94398,1.4265,5.4143,6.596,82.247,2.8564,1.2869,0.51415,7.1029,1.003,9029.2,6.4573,45.765,31.01,12.042,0.72939,0.99519,198.18,17.686,1.6763,3.1053,3.6724,1114.4,1.5944,0.62794,5.4369,1.2795,5.7863,29.696,3.0545,2011-01-28 00:00:00+00:00,1.0,
2350,2.5185,44.097,7.7885,0.94398,1.4265,5.4143,6.596,82.247,2.8564,1.2869,0.51415,7.1029,1.003,9029.2,6.4573,45.765,31.01,12.042,0.72939,0.99519,198.18,17.686,1.6763,3.1053,3.6724,1114.4,1.5944,0.62794,5.4369,1.2795,5.7863,29.696,3.0545,2011-01-29 00:00:00+00:00,1.0,
2351,2.5218,44.332,7.7973,0.9415,1.4284,5.4171,6.595,82.157,2.8748,1.2973,0.51344,7.1909,1.0052,9057.1,6.476,45.908,30.89,12.155,0.73035,0.99905,200.01,17.691,1.677,3.1106,3.7131,1120.4,1.6047,0.62876,5.4443,1.2806,5.7895,29.795,3.0595,2011-01-31 00:00:00+00:00,1.0,
2352,2.512,43.931,7.7839,0.94485,1.4229,5.3988,6.585,81.819,2.8481,1.2965,0.51037,7.1991,0.98814,9048.4,6.4605,45.595,30.87,12.036,0.72754,0.98916,196.25,17.525,1.6673,3.1015,3.6893,1105.1,1.5922,0.61742,5.4243,1.2727,5.7174,29.366,3.029,2011-02-03 00:00:00+00:00,1.0,
2353,2.533,43.706,7.7852,0.95033,1.4348,5.4449,6.585,81.74,2.8617,1.2974,0.51464,7.2888,0.98349,8958.3,6.4694,45.598,30.81,11.998,0.73362,0.98657,198.33,17.62,1.6666,3.1282,3.7206,1104.7,1.5946,0.62152,5.4687,1.2737,5.7278,29.347,3.03,2011-02-04 00:00:00+00:00,1.0,
2354,2.5381,43.712,7.7882,0.96332,1.4377,5.4499,6.5867,82.851,2.8916,1.3038,0.51772,7.2846,0.99669,8943.0,6.4859,45.728,30.81,12.138,0.73508,0.99765,200.88,17.823,1.6708,3.1347,3.6943,1121.1,1.6003,0.6232,5.4807,1.2792,5.8306,29.317,3.0485,2011-02-10 00:00:00+00:00,1.0,
2355,2.5338,43.277,7.7845,0.95201,1.4352,5.4363,6.57,83.379,2.8726,1.3129,0.51699,7.1678,0.98914,8853.7,6.4085,45.2,30.58,12.001,0.73384,0.9832,198.17,17.887,1.6669,3.1129,3.6302,1111.8,1.5784,0.61606,5.4705,1.2738,5.6913,29.199,3.0262,2011-02-19 00:00:00+00:00,1.0,
2356,2.5262,43.406,7.7839,0.9482,1.4309,5.4203,6.5672,83.172,2.8736,1.3096,0.51514,7.1482,0.98924,8849.9,6.4106,44.988,30.53,12.038,0.73164,0.98361,198.28,17.894,1.6645,3.0969,3.6004,1120.4,1.581,0.6164,5.4546,1.2757,5.6841,29.164,3.037,2011-02-21 00:00:00+00:00,1.0,
2357,2.5146,43.587,7.7933,0.93606,1.4244,5.3969,6.5743,82.798,2.8827,1.3396,0.51307,7.0781,0.99709,8853.0,6.4041,45.132,30.62,12.108,0.72828,0.99257,198.57,17.863,1.6685,3.0772,3.6321,1124.0,1.5933,0.61605,5.4294,1.2758,5.6362,29.271,3.047,2011-02-23 00:00:00+00:00,1.0,
2358,2.5089,43.737,7.7932,0.93002,1.4212,5.3953,6.577,81.761,2.8854,1.3324,0.51213,6.9866,0.98656,8837.4,6.4177,45.325,30.63,12.11,0.72664,0.98002,198.23,17.787,1.6606,3.061,3.6446,1125.9,1.5968,0.62149,5.4173,1.2745,5.6416,28.937,3.0493,2011-02-25 00:00:00+00:00,1.0,
2359,2.5089,43.737,7.7932,0.93002,1.4212,5.3953,6.577,81.761,2.8854,1.3324,0.51213,6.9866,0.98656,8837.4,6.4177,45.325,30.63,12.11,0.72664,0.98002,198.23,17.787,1.6606,3.061,3.6446,1125.9,1.5968,0.62149,5.4173,1.2745,5.6416,28.937,3.0493,2011-02-26 00:00:00+00:00,1.0,
2360,2.5089,43.737,7.7932,0.93002,1.4212,5.3953,6.577,81.761,2.8854,1.3324,0.51213,6.9866,0.98656,8837.4,6.4177,45.325,30.63,12.11,0.72664,0.98002,198.23,17.787,1.6606,3.061,3.6446,1125.9,1.5968,0.62149,5.4173,1.2745,5.6416,28.937,3.0493,2011-02-27 00:00:00+00:00,1.0,
2361,2.5004,43.451,7.7906,0.92686,1.4163,5.3751,6.5725,82.07,2.8854,1.3494,0.51054,6.9333,0.98624,8814.5,6.3241,44.95,30.56,12.124,0.72417,0.97429,196.45,17.589,1.662,3.0437,3.6384,1125.9,1.6187,0.61395,5.3993,1.2707,5.5775,28.473,3.0355,2011-03-02 00:00:00+00:00,1.0,
2362,2.4739,43.232,7.7896,0.93143,1.4013,5.3077,6.5682,82.847,2.8588,1.3588,0.50548,6.9172,0.98811,8802.8,6.3302,44.987,30.49,11.983,0.71649,0.97263,194.85,17.419,1.65,3.0135,3.6168,1114.8,1.598,0.61478,5.3428,1.2673,5.5743,28.225,3.0265,2011-03-05 00:00:00+00:00,1.0,
2363,2.4614,43.241,7.7873,0.92387,1.3942,5.2803,6.5565,82.086,2.8323,1.3534,0.50335,6.8615,0.98396,8783.1,6.327,45.053,30.42,11.998,0.71286,0.97063,193.66,17.27,1.6546,2.9944,3.5987,1116.3,1.602,0.61377,5.3159,1.2641,5.5318,28.139,3.0275,2011-03-07 00:00:00+00:00,1.0,
2364,2.4844,43.522,7.7896,0.93172,1.4073,5.328,6.5687,82.487,2.8672,1.3522,0.50791,6.9168,0.99137,8786.9,6.3657,45.089,30.38,12.074,0.71953,0.97417,196.16,17.436,1.6545,3.0145,3.58,1119.5,1.5939,0.61915,5.366,1.2693,5.5799,28.277,3.034,2011-03-08 00:00:00+00:00,1.0,
2365,2.479,43.307,7.7886,0.92763,1.4042,5.3087,6.5723,82.668,2.8576,1.3504,0.50689,6.873,0.98787,8772.3,6.3222,45.005,30.32,11.984,0.71798,0.96791,195.92,17.44,1.6541,3.0085,3.5638,1113.6,1.5845,0.61674,5.3547,1.2667,5.565,28.342,3.0325,2011-03-09 00:00:00+00:00,1.0,
2366,2.499,43.473,7.7904,0.93465,1.4155,5.3503,6.5749,83.072,2.8888,1.3603,0.51133,6.8872,0.99747,8782.7,6.3773,45.183,30.38,11.938,0.72375,0.97098,197.57,17.632,1.6588,3.0339,3.5629,1123.0,1.5794,0.61992,5.3978,1.2713,5.6322,28.523,3.037,2011-03-10 00:00:00+00:00,1.0,
2367,2.4869,43.804,7.7982,0.91876,1.4087,5.318,6.5727,80.949,2.9231,1.3747,0.50915,7.0209,1.0159,8826.7,6.4672,45.246,30.46,12.074,0.72025,0.99244,197.38,17.57,1.6752,3.0112,3.5846,1136.0,1.587,0.62475,5.3722,1.2852,5.7001,28.884,3.068,2011-03-15 00:00:00+00:00,1.0,
2368,2.4749,43.808,7.7959,0.91427,1.4019,5.2864,6.5713,80.589,2.912,1.3613,0.50606,6.9892,1.0082,8775.7,6.4318,45.117,30.43,12.03,0.71679,0.98488,195.97,17.467,1.6615,2.9953,3.5515,1132.9,1.586,0.62168,5.3463,1.28,5.6405,28.646,3.0562,2011-03-16 00:00:00+00:00,1.0,
2369,2.4436,43.639,7.8011,0.9029,1.3841,5.2229,6.5692,81.161,2.8725,1.3754,0.50035,7.0208,1.0078,8771.4,6.3033,45.036,30.29,12.042,0.70771,0.9833,193.45,17.26,1.6691,2.9515,3.5435,1127.4,1.5784,0.6184,5.2773,1.2747,5.5789,28.476,3.0453,2011-03-19 00:00:00+00:00,1.0,
2370,2.4326,43.551,7.7984,0.90433,1.3779,5.1973,6.565,81.048,2.8488,1.3587,0.49944,6.956,0.99436,8726.9,6.2707,45.01,30.28,11.99,0.70452,0.97647,191.03,17.242,1.6621,2.9315,3.5339,1121.8,1.578,0.61413,5.2537,1.2661,5.5513,28.28,3.0328,2011-03-21 00:00:00+00:00,1.0,
2371,2.4297,43.342,7.794,0.90374,1.3763,5.1896,6.547,81.029,2.8385,1.3454,0.49884,6.9058,0.9879,8713.7,6.2853,44.955,30.24,11.977,0.70368,0.97889,190.3,17.205,1.6646,2.9054,3.525,1124.2,1.57,0.61065,5.2475,1.2631,5.5633,28.217,3.0265,2011-03-22 00:00:00+00:00,1.0,
2372,2.4426,43.396,7.795,0.90167,1.3836,5.2228,6.553,80.942,2.8587,1.3509,0.50141,6.9182,0.9908,8709.7,6.3179,44.845,30.28,12.001,0.70741,0.9826,190.72,17.273,1.6636,2.9121,3.5406,1125.1,1.5579,0.61538,5.2754,1.2651,5.5822,28.319,3.0287,2011-03-23 00:00:00+00:00,1.0,
2373,2.4462,43.276,7.7945,0.91498,1.3856,5.2368,6.56,81.169,2.8406,1.3283,0.5023,6.8761,0.97818,8716.3,6.3707,44.675,30.26,11.951,0.70847,0.97612,188.69,17.378,1.6588,2.892,3.5522,1112.2,1.5554,0.62189,5.2837,1.2604,5.5855,28.315,3.022,2011-03-25 00:00:00+00:00,1.0,
2374,2.4462,43.276,7.7945,0.91498,1.3856,5.2368,6.56,81.169,2.8406,1.3283,0.5023,6.8761,0.97818,8716.3,6.3707,44.675,30.26,11.951,0.70847,0.97612,188.69,17.378,1.6588,2.892,3.5522,1112.2,1.5554,0.62189,5.2837,1.2604,5.5855,28.315,3.022,2011-03-26 00:00:00+00:00,1.0,
2375,2.4959,43.536,7.7902,0.92815,1.4138,5.3693,6.5716,81.871,2.8588,1.3293,0.50925,6.9683,0.98316,8816.0,6.321,45.273,30.58,12.097,0.72286,0.97839,195.69,17.604,1.6577,3.0401,3.625,1126.1,1.5991,0.61645,5.3899,1.2709,5.5725,28.843,3.048,2011-02-28 00:00:00+00:00,1.0,
2376,2.4975,43.418,7.7881,0.9294,1.4147,5.3687,6.569,82.018,2.8734,1.3307,0.50958,6.952,0.9817,8798.6,6.2995,44.95,30.55,12.093,0.72333,0.96984,197.21,17.617,1.663,3.0467,3.6276,1121.3,1.6068,0.61439,5.3931,1.2703,5.5783,28.698,3.0305,2011-03-01 00:00:00+00:00,1.0,
2377,2.493,43.37,7.7899,0.92736,1.4121,5.352,6.57,81.899,2.8755,1.3416,0.50866,6.8887,0.9826,8805.8,6.3232,45.043,30.51,12.063,0.72202,0.97249,195.6,17.479,1.6596,3.0357,3.6103,1121.8,1.606,0.61466,5.3837,1.2692,5.57,28.201,3.031,2011-03-03 00:00:00+00:00,1.0,
2378,2.4739,43.232,7.7896,0.93143,1.4013,5.3077,6.5682,82.847,2.8588,1.3588,0.50548,6.9172,0.98811,8802.8,6.3302,44.987,30.49,11.983,0.71649,0.97263,194.85,17.419,1.65,3.0135,3.6168,1114.8,1.598,0.61478,5.3428,1.2673,5.5743,28.225,3.0265,2011-03-04 00:00:00+00:00,1.0,
2379,2.4739,43.232,7.7896,0.93143,1.4013,5.3077,6.5682,82.847,2.8588,1.3588,0.50548,6.9172,0.98811,8802.8,6.3302,44.987,30.49,11.983,0.71649,0.97263,194.85,17.419,1.65,3.0135,3.6168,1114.8,1.598,0.61478,5.3428,1.2673,5.5743,28.225,3.0265,2011-03-06 00:00:00+00:00,1.0,
